lon,lat ,data
118.13929,39.09157,119.69
117.15259,40.18691,119.26
117.95008,40.12313,120.76
117.04609,40.22786,120.74
116.92635,40.212,119.79
117.02401,39.82339,120.93
118.21238,40.60519,120.42
117.81579,39.53926,120.21
117.71453,38.91844,120.46
116.56957,40.08055,120.81
116.8649,39.33736,120.82
117.31419,39.99692,119.9
117.18263,39.29514,121.06
117.56566,39.68172,121.33
116.93914,40.16133,120.19
117.657,40.38253,120.84
117.38027,38.93542,120.74
117.74406,38.30725,120.86
118.0638,39.96221,119.19
118.37291,39.25415,120.51
117.83174,39.50124,119.6
118.54459,40.25096,120.85
116.97301,39.08233,121.03
116.509096,39.31011,120.07
118.165164,38.744298,120.22
117.861948,39.413438,120.08
116.629269,38.305442,119.21
117.68692,39.07949,121.52
117.38885,38.41424,120.77
118.07961,38.89772,120.86
116.589964,37.691581,121.17
117.389879,39.230529,119.43
116.649197,39.585761,120.77
117.742868,38.495183,120.07
116.813074,37.627115,121.05
117.088136,37.701204,119.61
117.178845,37.799168,119.99
117.567764,39.011525,119.11
116.653232,39.339774,120.41
116.750028,39.337153,120.68
117.493845,37.913617,121.24
117.660908,37.936337,119.42
118.033559,38.141111,119.95
117.995589,38.142742,120.11
116.62898,38.619351,120.09
116.510168,37.676435,119.21
116.693958,39.322502,119.28
117.62641,38.91669,120.01
118.30763,39.15646,120.7
117.5606,39.36514,121.74
118.60627,39.60623,120.71
117.56399,39.66651,121.72
117.77767,39.40026,120.14
117.54668,40.03519,118.79
117.318428,39.195806,120.45
117.372162,39.334292,119.05
116.386693,39.021481,119.07
116.280941,39.565152,120.03
117.248733,39.061163,119
117.472319,37.761586,119.93
116.62195,38.058645,119.52
117.783203,39.345697,119.56
118.51263,38.7909,120.53
117.85382,40.28458,121.45
117.28299,39.08973,120.14
117.43862,39.26372,120.93
118.40126,38.35264,120.56
116.99997,38.44181,119.79
117.29598,40.22544,119.7
116.71682,39.02171,119.28
118.14418,40.21892,119.83
117.3678,39.88289,120.59
117.26889,38.3855,120.21
118.03503,39.36593,119.38
117.18375,39.0168,120.51
117.4769,39.88852,119.37
116.97395,39.47067,120.51
117.32339,39.8534,119.91
118.4875,39.22188,119.89
116.71065,40.521,119.78
116.91431,39.99481,119.93
116.83576,40.6559,121.19
118.06104,39.18114,120.05
118.28973,39.05792,120.02
116.62377,39.29707,119.32
116.68586,40.40462,119.71
116.44269,40.12736,120.64
117.76981,40.8044,119.26
117.65426,40.5888,120.05
117.40911,38.97324,121.19
117.89056,40.50166,119.05
118.32255,40.14077,118.33
117.1385,39.61968,119.69
118.0641,39.69832,118.69
117.9731,40.57327,121.21
116.44358,39.74317,119.65
116.38222,40.49241,121.07
117.40355,39.53494,121.04
118.2448,40.14301,119.71
118.47982,40.36296,120.98
117.50157,39.53594,120.28
118.1329,39.10686,118.54
116.63107,40.66945,119.44
118.15657,40.14048,120.17
118.02072,38.94046,120.57
118.2301,40.68639,119
117.61553,40.1131,120.77
119.177392,39.1862,119.4
118.169233,40.125413,119.64
117.25721,39.72441,119.64
118.14797,39.40524,118.6
117.99007,38.78658,119.64
117.89412,38.7953,119.69
117.84235,38.84334,118.46
118.45111,40.02085,118.58
118.71376,40.25354,119.62
117.50787,39.24754,119.64
118.75151,38.95237,120.6
117.08759,39.95962,117.94
118.76277,39.71178,118.94
117.73486,39.50277,118.78
117.15076,40.05044,119.53
117.30161,38.59074,119.87
117.97021,40.02639,118.41
117.364009,40.380986,120.19
118.001333,40.367062,118.46
118.934581,39.319985,120.24
118.225308,39.642685,119.45
117.28856,40.18494,118.96
118.67919,39.18104,119.47
117.35659,38.87993,120.87
118.66106,40.45722,119
117.848,39.27017,120.41
118.83202,40.60601,119.5
118.5529,39.70311,120.67
118.585927,39.999258,118.86
118.77877,39.1962,118.09
118.955584,40.120085,119.66
117.505322,39.00326,120.2
118.17457,39.66341,119.86
117.643792,39.305331,118.44
116.99026,39.53076,119.56
117.369925,39.831823,120.86
118.633627,38.357205,120.3
117.69937,38.38038,121.18
117.293053,38.515967,120.34
118.301294,38.331085,119.78
118.364078,38.96979,119.52
117.462717,39.462467,121.54
118.71734,39.4013,120.57
118.84492,38.53192,120.74
117.987665,39.034006,119.1
118.589887,40.11737,119.14
119.209333,39.175948,119.02
118.437438,39.976137,119.65
118.071323,39.81418,120.34
117.71598,39.89101,120.32
118.98231,40.31978,120.47
118.86971,39.5626,119.96
117.55112,38.82296,119.69
117.90363,39.15569,119.95
117.77613,39.5187,120.52
117.958455,38.499441,119.67
118.79133,38.64664,119.99
117.896921,39.152006,119.58
117.667832,38.967487,120.49
118.42261,39.60533,120.66
119.60063,39.2116,120.63
117.683165,38.333376,119.41
118.064371,39.530699,119.66
119.057408,40.285432,120.98
117.665686,39.460198,117.93
118.076752,40.569711,119.15
118.456971,40.35763,117.42
117.694147,39.557018,120.41
117.73756,39.580997,117.93
118.743321,38.909387,117.03
119.05062,38.968987,120.01
119.133308,39.270653,116.8
118.753301,40.39965,118.16
117.910446,39.580173,115.93
118.580819,39.137974,117.9
118.962979,40.720991,116.88
118.74735,38.9767,120.85
118.35623,38.86419,120.87
117.61344,39.44523,120.23
118.38455,39.11543,117.58
119.4761,40.00985,117.19
118.45483,39.04786,117.93
118.63142,39.865,118.68
118.68189,38.72253,119.81
118.55334,40.36579,117.41
118.15149,40.37368,118.34
118.35911,38.88662,120.06
118.4165,38.7175,119.77
118.24621,38.84381,118.95
118.70772,38.71011,117.06
118.22804,40.51447,119.99
117.95454,38.74042,119.37
118.01816,38.28028,119.8
119.10945,38.58034,120.71
119.42702,38.9832,120.07
119.51742,40.13417,119.86
118.13855,38.57547,117.45
118.3145,39.31777,119.11
119.43344,39.33397,119.88
119.78742,39.43139,119.31
118.03078,39.82007,118.71
118.46469,40.1516,119.53
119.13641,39.84439,118.43
118.32699,39.71356,118.51
118.48785,40.30088,119.63
119.09555,40.97812,118.36
117.859322,40.444138,117.39
119.268416,39.741989,119.13
118.72033,39.76078,118.14
119.376833,40.088063,120.7
118.393378,40.364245,118.14
117.573722,40.641653,119
117.756138,40.547445,119.91
117.84045,39.864638,119.74
117.396042,40.261823,120.08
118.48033,39.30492,120.38
117.49877,39.71635,119.55
117.28713,39.96242,116.57
118.190013,39.156353,119.28
117.99173,39.90309,119.6
118.5492,40.5296,119.73
117.397751,38.841995,118.68
118.76809,38.89033,118.6
118.0175,38.878567,118.74
116.7716,40.44286,120.28
117.19012,40.22686,118.16
117.981945,39.759798,118.43
117.71989,39.90588,119.73
118.48978,39.73059,120.29
118.463501,40.386971,118.25
118.949259,39.729209,119.27
118.098784,40.927171,120.13
118.475481,39.571748,117
118.729469,39.538768,120.5
118.266708,40.703618,119.89
118.617334,39.878987,117.16
117.646597,39.323047,120.84
118.851,40.898149,120.07
116.842457,40.671005,117.38
118.433618,40.810531,119.82
117.387602,40.122687,117.85
117.194494,39.639236,117.88
118.316022,40.233,119.5
117.627924,40.58087,117.57
119.337531,40.012771,120.71
118.326412,40.159898,119.35
118.950095,40.094534,119.31
119.43754,39.72145,121.19
118.75147,40.782766,120.96
119.602867,40.343022,118.95
118.4951,39.35249,117.2
117.854224,40.346122,118.47
118.268545,40.796097,118.1
118.713294,40.896793,119.35
118.77452,40.166204,117.29
118.40692,40.06789,117.63
118.81691,40.91346,118.26
117.75319,40.90177,118.85
119.20363,40.04248,116.96
117.75837,40.20749,117.55
118.50932,39.94072,119.51
119.755205,39.607212,120.58
118.647056,40.261301,118.51
119.235397,39.581494,119.27
118.459211,40.465809,120.52
119.34868,40.87521,119.22
118.423335,40.120431,119.18
118.942364,39.530018,117.9
119.324536,39.654154,118.81
119.320384,39.391085,118.65
118.0143,39.472171,119.92
118.854472,39.794292,116.11
119.586861,40.630371,118.34
118.325582,40.471771,117.74
119.176066,38.805628,115.94
120.031178,39.879164,117.24
119.962284,39.592576,117
119.885941,39.969457,117.53
119.583487,38.784101,116.63
118.718445,39.497166,118.04
119.143085,38.965489,116.86
120.182723,39.473377,118.08
118.34385,40.267238,117.62
118.399003,40.007266,120.58
118.83159,39.97475,119.05
120.081583,39.845296,118.47
118.354535,40.616161,119.67
118.815187,40.333289,117.03
119.95052,40.35439,119.42
118.494039,40.205355,117.94
119.19932,39.849725,120.18
119.81279,38.96177,118.94
118.62672,40.23623,120.39
119.46651,40.30308,119.69
119.15701,40.11481,120.14
119.59939,40.96354,118.33
119.484852,39.315704,120.54
119.38675,40.67473,119.46
119.40422,39.60163,120.81
115.50628,39.78648,120.58
114.87942,41.02333,120.13
114.68368,41.0213,119.39
114.49567,41.33886,119.41
114.83314,39.54138,121.02
114.80384,39.43473,120.88
114.88582,39.79288,120.3
114.06921,40.12525,121.48
114.747007,40.876078,120.43
114.809612,41.761949,119.62
114.211547,41.735382,119.59
114.470244,40.283791,119.5
115.074936,41.207281,120.74
114.207183,42.465792,119.71
113.994552,40.368997,119.57
114.008258,41.621328,119.71
114.949562,41.952552,119.95
114.219307,40.367682,120.62
114.729668,42.018878,119.54
114.942826,40.453439,118.64
114.604025,41.668333,121.48
114.502705,41.796602,120.69
114.875262,42.357146,120.49
114.006414,40.45379,120.86
115.644768,40.576177,121.01
115.590953,41.161665,121.17
114.422494,41.773869,119.43
115.002169,41.843319,119.95
114.737744,41.087385,119.3
115.048872,40.987377,119.66
113.98943,40.33799,120.57
116.021212,40.758919,119.42
115.360462,41.377823,119.85
114.349997,40.715101,119.47
113.7394,42.205581,120.65
113.938702,41.991838,119.37
113.713502,41.987822,119.33
114.979602,41.45175,120.08
115.079402,41.62567,120.31
114.700599,42.160479,120.44
115.0668,40.732459,121.1
114.4714,41.599741,120.29
114.983401,41.601988,118.82
113.876301,41.912042,120.45
114.146897,41.93979,120.34
114.010404,42.666171,119.42
114.611601,41.59503,120.58
115.332101,42.55016,120.96
114.057403,41.772441,119.9
114.182696,41.994391,120.7
114.433098,41.273929,119.96
115.372202,41.543759,120
115.379603,42.810601,120.89
113.966899,42.509049,119.09
115.0445,41.405871,119.73
115.266602,40.965421,121
114.654203,41.938179,119.94
115.666803,42.624929,119.59
115.467299,41.737981,120.39
114.068497,41.892289,119.86
116.530287,41.886936,121.2
115.26888,41.093196,120.66
115.631265,40.9734,120.22
116.14113,42.399583,119.9
115.407271,42.112285,120.06
115.339063,42.68143,119.11
115.830261,42.132067,120.76
115.188366,42.249607,120.61
115.375886,40.866503,120.43
115.683487,42.357023,120.51
115.869531,41.990528,119.71
116.066513,41.338351,120.77
115.789836,41.989707,120.21
115.671778,42.480974,120.39
116.349829,41.5002,121.2
115.180067,40.648807,119.61
115.855102,42.211126,120.34
115.117435,42.244902,119.06
114.734067,41.492948,119.8
114.966239,41.995658,119.55
116.242184,41.462581,119.98
115.142008,40.764442,119.64
115.897097,41.364617,119.69
114.949818,41.674858,120.33
114.808979,41.508551,119.72
115.690119,41.409569,119.85
116.228207,41.916173,119.35
115.960775,41.796992,119.8
114.494451,41.691968,119.22
116.487376,41.550715,119.13
115.562318,41.608802,120.13
114.358934,40.918803,120.04
114.424391,42.157369,119.91
115.112036,41.527895,120.56
114.743049,41.938129,121.09
114.267693,40.836538,121.37
114.969761,42.128969,120.39
114.20356,41.978591,119.86
113.62326,41.251294,120.99
114.790195,40.766991,119.42
114.955728,41.88352,120.89
113.847779,41.628227,120.1
113.928419,40.662752,120.71
113.741271,40.639357,119.74
114.811753,40.90051,119.46
113.37752,41.045491,120.38
113.452495,41.155248,120.95
113.49267,40.325619,120.2
114.51268,39.738332,119.58
115.032668,39.842151,121.12
114.485052,40.609659,120.14
114.044078,40.088719,120.93
113.909458,39.926493,120.6
114.720526,40.616991,120.75
114.554274,39.380327,121.6
114.847164,40.626032,120.91
114.908309,39.296724,119.55
115.621912,40.470579,119.75
114.640347,39.855958,120.34
115.10079,39.691597,119.91
115.36485,38.87312,121.17
113.558782,39.504901,119.35
115.099073,39.903957,119.99
115.386893,39.394069,119.28
114.990303,40.756529,121.38
113.952135,39.970964,119.32
114.394793,39.02023,119.9
114.384499,39.557422,120.73
114.695388,40.989507,120.82
113.78654,38.765788,121.04
115.526709,40.852768,119.68
114.112203,38.990273,119.69
114.45354,38.843118,120.69
113.50939,40.711683,120.89
114.883894,40.522787,121.61
114.374525,39.669791,120.53
113.907198,40.58018,120.99
113.354088,40.418467,120.53
115.209225,40.109739,121.38
113.368736,39.558472,120.18
113.48492,39.627985,121.5
114.443568,39.801659,120.54
113.935847,39.020621,121.16
115.183819,40.753142,120.53
114.317418,40.950647,121.12
114.312351,41.01844,120.08
113.772524,40.901727,120.53
115.131746,39.372233,119.66
114.609601,40.163338,121.46
114.138082,41.032361,120.71
113.796279,39.488647,119.94
115.414568,39.657629,120.05
115.389249,40.074481,120.89
114.464304,39.75465,120.56
114.324128,39.781428,120.26
114.17426,40.730708,120.94
113.763432,40.291978,121.09
114.645665,41.110312,119.42
115.387443,39.610876,120.74
114.511418,39.560713,120.14
113.542389,41.24962,119.35
114.186891,40.964249,121.09
113.826944,40.140852,119.39
114.477865,39.902532,120.52
115.237116,41.30903,119.41
115.064727,41.366919,120.25
114.90564,40.376141,119.42
114.934328,40.947986,118.94
114.364987,41.81582,120.08
114.529389,40.024635,119.9
114.198002,41.890696,119.72
115.052362,40.829292,119.9
113.758211,40.734951,120.94
113.842023,40.531276,119.8
115.184857,39.78397,120.58
115.294786,39.791498,119.97
116.296479,40.561267,120.11
114.894601,40.79649,119.77
115.739037,41.042793,119.91
114.358599,39.884401,119.63
114.759504,40.999201,120.59
114.677603,41.142299,120.81
115.632198,40.540699,119.92
116.319301,41.3738,120.05
115.733799,40.932001,120.55
115.757799,39.6098,121.12
115.723999,40.555201,119.31
115.173003,40.286,119.39
115.042198,41.340702,119.96
116.014373,41.235448,120.91
115.063253,40.864911,120.59
114.81917,40.252262,120.82
114.779882,40.153232,120.11
114.953895,40.48072,120.17
115.706382,40.943513,119.63
115.853888,40.103248,119.06
114.683409,41.109491,119.35
115.961786,40.085284,120.74
116.300668,39.954892,121.33
114.81081,39.944335,119.48
115.051145,40.330766,119.62
115.741111,40.229281,120.95
115.409795,41.051585,120.31
115.77672,40.645488,119.7
116.160362,40.166901,120.37
116.111606,39.716519,119.02
115.00188,40.378226,120.89
116.543504,40.587592,119.79
115.001581,40.952804,120.12
116.342232,39.443425,119.12
114.718881,39.894757,119.47
114.799329,39.72402,120.95
115.864295,39.715204,120.97
115.548108,41.194032,120.18
115.396038,39.61347,119.62
116.627068,39.989114,120.56
116.620766,41.328757,119.16
115.731177,39.870835,120.15
114.793688,40.438932,120.46
114.269145,40.781432,120.63
114.97388,39.4741,121.17
114.892542,40.42237,120.1
115.723935,39.209112,119.44
116.173727,39.890025,119.64
115.160088,39.977286,121.22
115.691767,40.406414,120.99
115.764498,40.1017,120.27
116.261603,41.335901,120.69
116.248302,41.6041,119.64
114.749897,40.9254,120.05
115.738701,41.597899,119.89
114.821402,41.593701,119.69
115.703598,40.870701,119.86
115.519625,41.175884,120.95
116.358302,40.141899,119.35
116.324198,40.415798,119.05
116.980002,41.199799,120.29
115.533703,41.5434,120.08
115.759903,41.397,119.92
115.928799,39.968998,120.41
115.46506,39.940294,119.65
114.273609,40.993388,120.33
115.618098,41.36458,119.56
115.834978,41.23091,119.18
114.737284,40.85786,119.47
114.92491,40.387347,120.31
114.3738,40.427581,119.57
114.944423,40.695509,119.81
115.687607,41.69886,121.07
115.393465,40.528482,120.85
115.75647,40.912157,120.34
115.41486,41.120629,120.32
115.24693,41.595796,118.75
118.634391,41.220319,119.07
118.317674,41.937116,119.23
116.762802,41.0586,119.9
117.459698,41.5232,120.09
118.683001,41.963099,119.72
118.129688,40.955422,118.65
117.527371,41.456249,119.57
118.063429,40.826864,118.89
118.564262,41.131193,118.51
118.008555,41.674545,119.86
119.009788,41.029204,117.66
117.457623,41.160257,119.79
119.041729,40.684216,119.09
119.140674,40.842664,118.76
118.561735,41.071328,118.53
119.085345,40.365067,117.39
118.929566,40.979128,116.93
117.518313,40.53475,120.59
118.780293,41.580174,119.67
118.459614,40.221436,119.22
117.941844,40.498784,120.04
117.069202,39.851102,119.7
117.237297,40.8718,118.92
117.719325,41.731131,121.29
118.951853,41.782155,121.06
119.116048,41.491657,119.56
118.56733,40.448108,120.39
119.229945,41.414473,116.71
118.570781,41.591678,119.44
119.159879,41.851309,118.89
118.184002,41.3954,119.03
115.876701,41.3749,118.65
117.651297,40.9057,117.96
116.3406,40.1412,118
117.645903,40.96,118.54
117.056699,40.282502,120.71
117.9055,42.03,120.81
117.621901,41.8987,119.23
118.474996,41.626899,120.92
117.1591,41.076301,121.23
118.336798,40.836798,120.31
117.896802,41.924899,120.76
118.0465,40.506099,121.15
117.336101,41.225702,120.68
117.564103,41.2724,119.66
117.971096,41.736999,120.48
116.833904,40.368901,120.72
118.502196,42.080901,120.28
117.215201,40.814199,121.1
117.585503,42.259002,119.89
116.732303,41.5537,119.88
115.538696,40.713201,119.34
116.020903,41.815,118.8
115.1191,40.764599,119.93
115.819301,40.646598,118.85
116.407299,41.5672,119.62
116.913098,40.8271,120.88
116.848597,40.997198,119.1
117.925102,41.383501,119.7
116.388702,41.037101,118.41
117.228102,40.208401,119.98
117.002101,42.002498,118.69
116.206696,41.342099,119.84
116.468901,41.052901,117.89
116.268303,41.4149,120.01
117.508901,41.258101,120.56
116.481571,41.32165,119.83
116.216698,41.708499,120.07
116.100696,41.3197,121.29
116.550699,41.325398,119.01
115.337997,42.194998,118.81
116.3551,41.757798,119.69
116.738298,42.619901,119.67
115.900202,41.784898,118.83
116.433196,41.014998,118.45
116.36747,40.979667,120.92
117.398061,41.257901,119.47
118.465597,41.157388,116.62
118.210303,40.491739,117.18
119.462602,40.561958,117.45
117.903681,41.012044,118.87
117.855458,41.308245,120.64
118.375605,42.339825,118.43
117.065135,41.492939,117.2
118.534997,41.408372,117.79
117.978467,41.58179,120.84
118.308688,41.555498,119.53
117.150446,42.091031,119.61
118.046775,41.747646,117.89
118.544984,41.682829,119.98
117.92968,43.242339,118.44
117.716799,42.109265,120.56
118.044345,42.585645,118.63
118.239721,43.028578,116.76
116.681517,41.230432,118.95
117.931597,40.856732,119.03
117.840341,42.151156,119.04
117.413836,42.622973,120.38
118.891999,41.313114,118.25
118.541639,42.167573,118.45
117.571987,42.565515,117.2
117.20655,41.833841,119.09
110.568323,37.497795,120.17
111.877163,38.829266,120.83
112.4262,35.6537,119.27
112.905,35.2127,119.37
111.9906,35.451,119.63
111.042061,36.023414,119
112.432835,35.439837,118.47
112.295594,34.717762,119.37
112.248165,34.96507,120.42
112.365394,34.872534,119.36
111.421153,36.075971,119.12
111.399755,34.736224,118.82
112.601538,36.280514,120.19
112.879175,35.006587,119.59
112.031874,34.987984,120.61
112.376255,35.382047,119.44
112.474268,35.433504,119.93
112.616053,35.522948,119.67
112.300209,35.127476,119.47
113.154215,36.272049,119.49
112.592795,35.997452,119.51
112.351334,35.458889,120.52
112.364149,35.843968,119.59
113.164735,36.142462,120.22
112.402523,36.42012,120.75
112.787978,36.048817,118.92
113.117338,35.490298,119.34
111.691792,34.87621,119.98
111.396038,35.711817,120.18
112.154535,35.358794,119.82
111.375268,36.32407,119.8
113.238194,35.879988,119.63
112.930596,35.476583,120.41
112.585695,34.85437,119.58
112.599621,34.895814,119.26
112.411195,36.01226,119.39
113.049182,34.806228,120.67
112.597836,36.23821,119.98
113.267589,35.551345,119.4
112.00741,36.092728,119.41
112.259352,35.060904,119.17
113.03828,35.708869,119.82
112.068227,35.237211,119.49
112.156643,34.778673,120.9
111.517788,34.765147,120.62
113.370331,34.713925,121.05
112.893088,34.561535,120.52
111.690031,36.31576,119.6
112.831887,34.631406,120.08
112.103358,35.989917,120.23
112.364814,36.186879,120.28
112.169327,34.789543,120.3
113.284511,36.382149,119.61
112.563033,35.457263,119.2
112.372863,36.37345,120.52
112.3378,35.255933,120.48
112.603022,35.52992,120.34
112.324978,35.779364,119.11
112.184173,36.320539,120.54
112.506034,35.295304,120.33
113.000544,36.088887,120.64
112.425809,36.046878,120.58
113.649278,35.19092,119.47
112.715102,36.199755,120.89
112.492532,36.066583,120.48
112.487518,35.02768,120.2
113.297212,35.335603,119.87
113.723057,35.408245,120.87
113.285595,35.546441,119.49
112.797577,34.86152,121
112.101082,35.570787,120.77
112.693855,35.348831,119.57
113.342012,36.031729,120.52
113.232421,34.828283,119.69
112.817759,35.595789,119.13
112.510227,36.146501,120.5
113.042735,36.123119,119.52
113.161296,34.931901,120.45
114.014,36.4466,120.97
112.7992,35.4601,119.43
113.0541,34.7982,120.86
112.5742,36.6838,119.37
112.0856,35.692,119.18
112.0591,35.6292,119.34
112.2286,36.1487,120.12
112.1084,36.6168,120.54
113.5522,35.1227,119.95
113.8194,36.2687,120.76
113.5283,34.9849,119.59
113.4687,35.3967,120.77
113.3034,36.3694,120.77
112.5801,36.008,120.98
112.1186,36.6698,119.91
111.9041,36.7968,120.05
112.9942,36.6248,119.7
113.6556,36.3599,120.79
113.803,35.505,120.95
113.4331,36.5373,119.35
113.4682,35.2122,120.97
112.8313,36.1619,119.52
111.666135,35.876388,119.86
110.893755,36.072484,119.33
110.863436,36.096381,120.84
110.11116,34.826543,119.86
111.163092,35.781081,119.44
111.410695,34.675287,120.31
111.659202,34.466364,119.8
111.150119,35.782236,119.44
110.272691,34.991876,119.76
110.353855,35.849449,119.91
110.092883,34.2366,120
110.646904,34.94,119.41
110.650406,34.187257,120.35
110.140253,35.540072,119.28
110.162915,34.466969,119.46
109.640807,35.304546,120.43
110.79115,35.467073,119.61
110.197543,34.763684,120.37
110.809001,35.87926,120.98
110.99435,35.526842,120.44
110.82407,35.935946,120.75
110.377314,34.137647,120.77
111.284181,34.405938,119.89
110.144512,35.928364,120.03
109.836676,35.014051,119.69
112.412316,34.645268,120.39
110.737102,34.738259,120.53
111.562239,35.91635,121.19
110.82107,34.552765,119.73
111.101056,34.805201,120.53
111.826874,34.673631,120.8
109.976276,35.992383,120.23
110.216906,35.362995,121.16
110.829396,35.416011,119.97
111.769676,35.678721,119.56
110.491734,34.540859,120.13
111.726752,34.782741,119.89
111.278403,34.646404,120.92
111.413102,35.801814,120.88
111.40675,35.930555,120.05
110.556601,35.988988,120.6
110.243259,35.54144,119.49
111.48235,34.341038,119.59
110.638072,36.047962,119.91
111.135553,35.156043,120.8
110.609916,35.484135,120.19
110.723989,34.687399,119.82
110.204095,34.79487,120.94
110.710825,35.673209,119.38
110.506239,35.586408,120.11
110.25877,34.846135,119.5
110.674533,35.259825,120.66
111.739673,34.994928,119.93
110.36456,35.860166,119.63
110.27704,35.296462,121.18
110.647982,35.642579,120.71
111.277596,36.017861,119.32
110.470032,35.84825,120.7
112.267409,36.309394,119.3
110.954185,34.470093,120.66
112.114367,36.257619,120.28
112.010199,34.64288,120.45
110.852328,35.546004,120.79
111.430545,34.922432,119.3
111.156204,34.802503,119.48
110.733002,35.684908,119.94
110.441045,36.02266,120.31
110.488746,34.912014,119.56
110.951609,35.785696,119.56
112.120182,35.965888,119.47
