lon,lat ,data
110.909058,34.823238,120.03
111.955695,35.810122,119.15
111.582521,35.344218,119.04
112.057346,35.803305,119.79
110.805559,34.961668,120.11
110.191668,36.444459,120.72
110.737262,35.764434,120.14
111.595662,36.308647,119.75
111.470929,36.522696,119.4
110.778503,34.834993,119.54
110.312769,34.917922,119.61
111.797265,35.875459,120.31
111.42534,34.939857,120.22
112.153322,35.353422,120.75
111.478827,36.230548,119.61
110.450384,35.283259,121.02
110.494786,36.345881,120.95
111.634028,36.321213,119.85
112.407761,34.606729,119.69
110.958994,35.680017,120.99
111.400276,34.565341,120.95
111.453608,35.400717,119.91
112.179139,35.689641,119.26
111.788754,35.867942,119.61
111.266915,34.325007,120.03
111.032287,35.127058,121.09
112.274798,34.470237,120.71
112.812379,35.833741,120.25
112.519296,35.616336,120.25
111.63754,35.643835,120.99
112.698046,35.557067,120.66
111.690071,34.677085,119.73
112.316891,34.800669,119.32
112.014816,35.813986,119.58
111.103763,35.052548,120.67
112.820418,35.510799,120.66
112.090392,35.667359,120.14
111.568523,34.78165,120.04
112.368804,35.742012,120.87
111.157817,35.750658,120.82
110.729935,35.823434,119.45
110.608166,34.2132,120.21
112.243802,35.973503,120.86
112.090474,35.111269,119.58
111.697664,35.545909,119.18
111.055695,35.295005,119.42
110.932705,35.888773,120.27
112.017106,34.934235,119.88
111.497859,35.474509,119.69
111.200313,34.497098,120.23
110.890298,35.862114,119.72
111.101833,35.917211,120.07
112.136964,34.297729,120.89
112.223046,35.149031,119.99
110.340417,36.215687,120.12
110.835982,34.441212,120.14
110.783627,36.143613,120.56
111.948848,34.482109,120.42
111.534523,35.418522,120.54
111.332442,35.550056,120.76
110.295941,35.711479,120.92
110.616714,34.569072,121.01
110.703012,34.515546,120.18
110.893861,35.691336,119.59
111.496921,34.874756,120.73
112.244888,34.387978,120.69
110.645306,34.727985,120.85
111.22431,35.291664,119.59
110.885504,34.097448,120.63
111.404273,35.121356,119.46
111.356114,33.840145,121.02
110.205828,34.757776,119.49
111.016352,35.063324,120.57
110.815039,34.574275,120.57
111.347514,33.858898,120.18
110.79348,34.188775,119.5
112.001634,35.429103,120.55
110.148714,35.00254,120.35
110.449378,34.519722,120.8
110.532798,35.54846,119.69
111.169933,34.345925,120.44
111.715548,34.53983,119.73
111.08529,35.618061,119.37
110.332536,34.274081,120.89
110.653226,35.263204,119.56
110.345751,35.495567,120.73
110.422119,35.430487,120.49
111.066535,34.543375,120.55
111.206706,33.963074,119.52
111.16659,35.403449,121.54
109.609988,34.362849,120.62
110.697783,33.832733,121.19
110.52038,35.402899,120.08
110.013428,35.616468,120.96
110.330535,35.856717,119.86
111.4025,34.1185,120.1
110.2049,34.7995,119.89
109.614154,34.114137,119.61
110.24576,35.581251,120.84
111.45806,34.921849,120.88
111.108878,35.304232,119.47
110.7879,34.658,119.76
110.621365,34.924896,119.42
110.667541,33.853322,120.19
110.620588,34.596539,119.14
109.795246,34.959049,119.8
111.192825,35.655649,120.11
111.199765,35.942324,120.9
109.801131,35.683365,120.94
110.111925,34.029812,119.4
109.929353,34.771994,120.92
111.15903,34.009411,119.47
109.614947,35.232089,119.87
110.553324,33.948934,119.59
109.416631,34.786291,119.67
110.438454,35.746042,120
110.698182,34.533844,120.33
111.603932,34.491624,120.22
109.832958,34.69794,120.21
111.143693,35.780766,120.14
109.894878,34.842883,121.21
110.654476,35.44935,119.93
111.145893,34.586898,119.66
111.411306,36.913534,120.13
112.287777,36.97731,120.57
111.956481,36.291086,120.68
112.132752,36.262259,120.77
112.681216,36.543227,120.91
111.194554,35.603703,120.99
111.892535,35.401493,119.95
111.425437,35.692977,120.05
111.43067,36.459813,120.93
111.945623,37.046298,119.05
111.23431,35.439134,119.1
112.419187,35.821029,119.8
111.782359,35.232039,120.33
112.09126,36.441206,119.84
112.460996,36.825792,120.82
112.377333,36.729326,120.45
110.567855,35.962762,120.98
112.268803,35.526958,119.43
112.464974,35.890205,119.2
110.776045,36.894734,120.69
111.94552,36.279303,119.07
111.4101,34.737,119.83
111.8703,36.5576,119.53
111.9246,35.4926,120.44
112.0323,35.6127,119.94
112.4393,36.4948,119.98
110.6685,35.9662,120.1
111.6635,36.363,120.63
110.5121,35.4482,120.13
111.7345,34.7798,121.07
111.3711,34.8918,119.82
110.9882,34.8289,119.47
111.1541,34.8921,119.82
111.9262,35.2627,119.11
111.5444,36.4335,119.33
110.8754,35.2983,120.7
110.5815,34.8972,120.95
110.9383,34.9666,119.8
110.5148,36.1176,120.23
110.842251,36.099873,120.41
110.657545,35.571923,120.07
112.439802,36.470989,119.47
112.467258,35.679287,119.54
112.478607,36.555257,119.11
111.220406,35.377773,119.63
110.979128,36.004712,119.71
112.269846,36.196945,120.31
110.861403,35.616585,120.53
112.563879,37.061226,120.21
112.030074,35.417258,120.14
111.452765,36.677441,120.87
111.681937,36.06599,120.6
111.3133,35.6674,120.23
111.3419,34.8559,119.12
112.2648,35.9152,120.69
111.5772,35.2994,119.7
111.861,35.3982,120.88
111.9195,36.4747,119.89
110.699,36.5936,120.57
111.6129,35.5393,119.76
111.392,36.3833,119.56
111.964,35.1298,119.57
110.6041,35.6412,119.73
111.9809,35.1008,120.68
111.8366,34.9902,120.48
112.3229,35.3983,119.73
111.651521,36.919171,119.58
111.21141,35.24325,119.53
112.348215,35.748687,120.56
111.006837,35.773324,120.42
112.471229,35.858151,119.65
111.99354,35.920684,120.4
111.663715,37.082409,120.72
112.384223,36.208798,119.54
111.411988,37.046523,119.56
111.977001,36.539961,120.26
110.836058,35.708778,119.25
112.633687,36.507796,119.52
111.85361,35.909588,120.59
112.247908,36.168784,119.31
111.768625,36.885296,119.75
111.067609,35.543449,120.58
112.06142,36.302737,119.45
112.097508,37.197346,119.42
112.473654,36.533202,119.26
111.548955,35.518113,119.72
112.0871,36.0236,120.84
111.9654,36.7614,119.97
112.6751,36.7944,120.29
111.284764,35.213839,120.88
112.025791,35.062305,118.85
112.456354,35.269135,120.87
109.710445,35.769849,120.48
110.583621,36.333606,120.87
111.043644,35.765,120.32
109.912928,35.715003,120.58
109.848172,36.443264,121.27
110.597093,35.192714,120.87
110.909488,35.91881,120.01
110.713542,36.412261,120.21
110.215888,36.650883,120.04
111.536256,36.563378,120.13
109.856409,36.941085,119.54
111.318573,36.358093,119.83
109.681679,35.705699,120.67
109.67723,36.534733,119.38
111.561464,36.142123,120.41
109.772514,37.016749,120.78
110.866403,35.155085,119.3
110.195026,35.166444,119.75
109.786364,36.534176,121.35
110.13289,35.328677,119.77
110.6078,36.699157,120.66
110.682468,35.700947,121.12
110.679846,36.021915,120.02
110.03,35.506875,119.89
111.004781,36.18588,120.27
110.512818,36.582026,120.79
109.992488,37.381999,119.74
110.217301,37.77,120.27
111.786863,37.33,119.91
111.385479,37.4,118.91
113.220278,38.338333,119.36
110.85,37.26,120.21
110.68,37.37,119.99
110.44,35.97,119.72
112.2719,35.6928,119.76
112.51621,37.2676,120.67
112.2244,37.5726,120.35
111.625321,36.32,119.41
112.093869,37.368578,119.56
111.965574,35.985187,119.33
110.945077,37.370287,119.05
111.975325,36.677215,119.41
112.378845,37.128555,120.63
111.212722,38.866678,120.23
111.742777,38.058576,120.15
110.6723,38.752921,119.46
110.296355,38.431148,120.18
110.605685,37.706605,120.98
111.364605,37.42221,121.07
111.607011,38.201431,119.71
111.257048,37.371364,120.72
111.865589,38.707722,120.26
111.929794,38.217349,120.91
110.857008,36.99595,120.24
110.488534,36.994735,120.91
112.075371,38.819822,119.38
111.053507,38.909125,120.26
110.732695,37.217679,120.48
111.91982,37.807688,120.7
110.117393,38.027003,119.56
111.778229,38.592307,120.26
111.625375,39.793205,119.75
111.572013,41.614166,120.03
111.3399,40.825,119.57
111.9567,40.1158,119.74
111.9721,40.8202,121.27
111.9798,40.5138,119.2
111.6749,41.4475,120.51
110.9682,39.7823,119.32
111.944,40.1722,120.53
111.5966,40.2355,119.65
110.8958,40.4459,119.86
110.8715,40.8578,119.33
110.5251,40.0987,121.08
112.5012,40.2185,119.82
111.7027,40.0229,120.56
111.1356,41.094,120.17
112.328695,40.398765,119.98
112.011017,41.040137,119.81
111.616727,40.248118,120.51
111.720652,40.543542,119.63
111.995452,39.310942,120.29
111.765121,40.256634,120.39
111.196845,39.278274,120.41
112.745374,38.931341,120.18
111.879737,39.266241,120.63
110.652073,40.781349,119.34
110.0507,41.784,120.68
110.1272,41.3978,119.54
111.7772,41.2818,119.85
111.0397,40.3668,119.86
111.1449,40.6027,119.2
112.5932,40.6815,120.19
111.4588,41.6101,120.54
110.0077,40.2861,120.43
110.7678,41.6853,119.43
111.6009,42.0249,119.57
110.6887,41.2326,119.19
110.4444,42.2473,120.46
110.5299,41.4289,120.2
111.679,40.3799,119.61
109.907877,40.617137,120.46
110.684919,41.100899,120.8
110.636547,40.725976,119.6
110.10802,39.610953,119.94
111.332944,39.793371,118.75
111.027932,41.337038,120.54
111.291905,40.728801,119.64
110.605897,40.563883,120.84
110.436525,40.101745,119.7
111.3522,41.9514,120.92
111.6284,41.6374,119.13
110.9913,42.1224,119.12
111.1433,41.2247,120.7
110.9883,41.5343,120.53
105.9918,39.8124,120.05
107.4702,38.8859,119.87
118.5667,41.15647,119.38
119.0307,42.8228,119.4
119.1282,42.2934,120
118.9846,41.5153,120.59
119.401,42.7824,121
117.6815,42.866,119.99
118.7536,41.9812,119.38
117.7563,42.9621,119.06
118.2711,42.2491,119.9
118.7985,41.825,118.93
118.2611,42.4148,120.33
119.1786,42.111,119.18
117.8929,42.5785,120.94
119.5544,43.259,119.26
120.971204,44.0662,119.665
120.182398,43.504901,119.15
120.585804,44.2312,119.22
119.634001,44.749401,120.34
120.487098,43.847199,120.42
120.2135,44.1282,119.8
120.226399,44.163302,119.61
121.301404,43.8511,120.16
120.541801,42.944201,119.21
118.59224,44.475048,118.53
118.8627,44.055921,118.66
119.37835,44.232085,120.52
119.8191,45.074821,119
119.61029,43.596816,119.14
119.491,43.492924,118.75
119.3678,42.8298,120.28
118.6153,43.012,120.38
119.4548,43.3934,118.16
119.1175,43.8754,119.81
119.1671,44.3748,119.98
119.7554,43.3869,120.88
118.7361,43.6216,120.18
119.9711,43.9196,120.56
117.91688,44.532515,120.4
119.2215,43.882411,120.23
117.50307,42.892395,119.11
117.11438,42.983026,119.11
117.34721,43.854745,119.77
117.34432,44.516675,119.25
119.1976,43.0048,119.13
117.79544,43.833858,118.83
118.33337,43.153046,117.97
116.4727,43.6526,118.76
119.579964,42.340049,120.15
117.747083,42.985889,119.1
120.7609,42.821,119.76
117.7168,43.9487,120.4
117.4111,42.172,119.78
118.997072,42.253747,118.83
119.213457,42.882734,118.88
118.471553,43.133871,119.31
119.2052,42.8097,120.26
118.602321,43.183555,120.33
118.9991,42.7864,118.72
120.154219,43.147807,120.27
120.405531,42.244647,119.77
118.800087,43.051579,118.72
117.4356,41.9051,117.285
118.536356,43.380237,119.65
118.718288,43.033289,120.18
119.369541,41.294905,120.18
117.355262,42.082583,117.67
118.421878,41.953461,120.24
117.919119,42.081276,119.86
118.141532,40.726606,116.99
117.540221,42.372531,118.61
118.219423,41.669092,120.46
118.701159,40.820266,120.32
118.804959,41.760965,119.49
118.551577,41.044345,119.33
119.571919,41.370774,118.86
118.889698,42.399631,120.21
118.770362,42.26294,120.74
118.223306,41.697261,119.96
119.105338,41.405014,119.22
118.411161,40.693409,119.5
119.874756,40.643419,120.38
119.79684,43.16744,119.73
120.18577,41.28274,120.4
120.04132,42.21091,119.53
120.98341,42.15379,120.18
119.48133,42.32999,119.77
120.5125,42.65397,116.66
119.40756,42.98062,120
119.43799,41.394463,119.13
119.54118,42.76476,116.385
120.76693,42.96886,120.9
120.3897,43.00021,119.66
120.3725,41.64636,119.78
118.75704,42.201156,120.61
119.05249,41.71964,120.49
119.53965,41.69613,119.75
120.09426,43.20134,119.33
119.99648,43.41195,119.3
121.12819,42.45737,120.34
123.174736,42.852294,119.9
123.329675,43.053453,120.22
122.765769,43.341709,119.76
123.418796,44.530639,119.31
122.810942,43.454416,120.78
122.387115,43.36616,119.5
122.39267,43.342811,119.83
122.319301,44.250819,119.71
121.463239,42.675338,120.55
122.21792,44.323758,121.01
121.275128,42.639619,119.54
120.911932,43.41522,120.63
121.500495,42.911205,119.58
121.922421,43.023712,120.29
121.556143,44.514381,120.65
122.311126,44.519655,119.78
122.736419,43.352531,120.135
121.337049,43.520868,118.72
122.03872,43.516561,119.6
122.69933,44.43029,119.67
122.14543,44.70951,120.28
122.78827,44.47828,120.78
123.348775,44.045819,119.31
123.18631,44.48092,120.47
123.9217,43.57542,120.59
121.826507,43.427947,119.98
123.60994,43.49447,119.4
123.07431,43.47008,120.78
123.568821,44.068763,118.465
122.93974,44.472,120.63
123.796758,44.761252,120.06
123.6724,43.01437,120.73
122.04077,44.50438,119.69
123.77802,43.23673,120.5
122.68782,44.24193,118.94
123.196464,43.716847,118.06
123.603412,44.45049,120.3
122.690999,43.507308,118.74
123.203338,43.496635,120.04
122.918779,42.549616,119.6
124.005718,42.648214,120.32
122.977694,43.625641,118.745
122.530993,43.900451,120.77
124.04974,43.022997,120.12
122.656477,42.508402,120.31
123.514066,43.520183,119.57
123.219062,41.924424,119.14
122.900446,43.260074,120.05
120.881071,42.638519,120.36
122.744388,43.206443,120.05
122.418613,42.756462,120.04
121.839989,43.197417,120.61
123.12749,43.851944,119.77
122.738092,43.617699,120.85
121.5282,43.8773,120.11
121.8135,42.7537,119.9
120.854462,42.691213,119.52
120.8294,44.1808,119.42
121.2329,44.5124,119.84
122.0249,43.0086,119.5
122.1367,43.5032,119.63
122.471059,43.015392,120.45
122.0561,44.38,119.28
121.549847,43.206912,120.4
121.8513,42.155,119.565
122.1617,43.4801,118.84
121.8173,42.2555,120.12
122.0195,43.0361,120.23
122.6401,42.3094,119.97
121.0234,43.5545,120.02
122.3227,43.6695,119.71
121.39851,43.688208,119.36
120.550158,43.808969,120.07
122.008864,43.628236,120.06
121.113914,42.448464,119.78
120.793752,42.769711,119.8
120.345525,44.442955,120.96
120.894912,42.615322,120.11
120.92273,42.271605,118.84
120.848129,42.781042,119.99
121.214396,43.702675,120.44
120.052539,43.106596,120.69
120.406746,42.728878,120.82
120.83107,43.403484,119.9
120.985815,42.199615,119.54
120.063018,43.198601,119.34
121.449275,42.280014,119.9
119.665263,45.492578,118.53
119.37226,44.88139,119.03
119.521019,44.400474,119.11
121.023261,43.415512,119.72
121.003314,45.129921,120.59
120.504827,44.410026,119.62
120.898408,44.459324,119.81
120.409351,44.521521,120.69
121.579245,44.872134,119.28
120.015989,44.195131,120.56
120.0704,44.16522,120.5
120.976341,44.756266,119.3
108.9736,39.8995,119.71
108.7621,39.5853,120.05
110.3315,40.293,121.25
109.3189,39.9273,120.4
109.53,40.1293,120.28
109.5934,41.2846,121.25
111.183,40.2247,119.94
110.407,40.4092,121.9
109.6484,40.4764,119.9
110.427,39.2554,119.94
111.6727,39.9846,120.48
110.5082,38.8614,119.74
109.6632,40.7361,121.14
110.9452,39.6942,120.92
108.0614,38.1679,119.89
106.7914,37.9366,120.46
106.3849,38.8712,119.54
108.6127,38.8408,120.48
108.4425,39.7824,120.11
107.0496,39.5494,120.79
109.9127,39.0129,120.96
106.8285,41.0275,119.9
109.1662,40.1879,120.78
108.9302,40.4097,120.38
107.3407,40.2259,119.87
109.5909,39.0068,121.21
110.4782,39.0438,121.96
109.862,39.306,120.44
109.074,37.5818,119.99
108.1109,38.8982,120.53
107.9137,37.1244,121.07
108.328,37.5325,119.56
110.010448,38.85446,120.01
108.986694,39.860654,121.4
119.771,48.9142,120.42
118.9681,48.6095,118.42
121.3859,49.2312,117.99
119.5797,48.593,118.8
122.48336,48.08166,119.27
123.78682,47.30327,117.41
122.66,48.57917,116.49
123.07083,48.68417,117.38
124.0931,47.83982,117.89
122.86606,47.10397,117.99
123.43739,48.11157,117.31
123.28969,48.49173,117.71
123.7334,47.68479,116.87
124.28851,47.77201,117.16
123.37626,48.51758,117.535
122.71545,47.76438,118.64
123.29676,47.68693,117.39
123.18256,47.5758,116.14
122.8176,48.51235,117.62
124.75734,47.58227,117.47
123.96475,48.80733,116.88
124.25711,48.8983,117.28
122.55048,48.49664,116.77
123.378769,49.538655,116.76
122.4007,47.6513,116.08
125.06309,49.606356,117.36
124.802002,49.475212,116.47
123.728516,49.781797,118.53
124.12013,47.969502,117.12
123.394214,48.678864,117.12
124.040909,48.314013,116.43
125.060269,47.666175,118.97
124.206882,48.836467,116.69
124.442671,47.786434,117.39
124.782665,48.193017,116.99
124.554993,47.391437,116.89
124.670047,49.153288,116.9
124.286301,48.544583,118.03
123.881335,49.594213,116.69
125.485253,48.452005,117.68
123.947683,50.041103,117.07
124.279704,49.493597,117.28
125.291181,49.257648,118.49
124.21119,48.475915,117.52
124.01632,49.344434,117.46
123.960905,48.048576,119.47
124.974291,48.685256,118.01
124.908509,49.606443,117.51
125.073373,48.796756,117.61
124.967018,48.860062,118.02
123.777843,50.02158,117.23
124.136673,48.697976,116.16
125.674186,48.914807,116.47
125.235585,49.65069,118.62
123.99384,50.703444,116.01
124.466721,50.240507,117.82
124.950951,49.730935,116.36
124.227149,48.85471,115.38
123.158169,49.427006,116.98
123.195925,49.20801,117.91
123.541557,48.805671,117.15
124.216934,50.455709,117.51
124.806651,49.274782,117.98
123.765225,50.001989,116.46
123.148021,48.785448,118.75
124.255704,49.848307,116.15
123.159814,49.094744,116.59
124.259417,49.249236,118.47
122.8717,50.0366,117.87
124.441,50.6444,117.17
125.481,50.0889,118.27
124.774,49.4146,116.8
123.6736,50.0839,117.02
124.5762,50.2769,116.57
123.9427,50.2894,117.37
123.864,48.4463,117.68
124.3859,49.5672,117.7
123.85728,50.786084,118.325
125.198939,50.116366,116.81
125.385359,49.389782,116.81
125.6233,49.8656,116.41
121.080659,48.803288,117.49
121.404566,50.000012,116.87
119.664245,50.233408,117.86
119.227784,50.214759,119.46
119.636603,48.820704,117.24
119.07661,50.3638,119.34
119.671887,50.429172,119.34
120.443213,48.691719,118.46
120.686149,49.831608,118.31
121.079131,50.734182,118.03
120.352109,50.063309,118.975
120.7769,49.4526,118.15
121.8494,48.2498,119.07
121.9923,50.692,117.13
119.9673,48.4873,117.99
120.5069,48.5857,117.33
121.0584,48.8635,117.68
120.7377,48.7138,119.66
121.7874,48.5833,118.84
122.3608,48.9872,118.49
120.0715,49.2755,117.41
120.0067,50.3402,117.48
122.2313,49.6809,117.89
121.765,50.2371,117.54
122.453618,47.683451,116.59
121.808503,48.587146,117.78
122.1474,48.467,117.61
122.829397,48.222438,116.46
123.470677,48.89222,116.38
122.484174,47.646235,116.84
123.864036,48.450687,117.01
122.97888,46.802382,117.52
123.806423,48.7732,116.5
123.8163,48.1971,117.31
122.945026,46.652502,116.63
123.082251,47.407151,117.07
121.976443,47.920182,116.38
121.535111,46.627919,116.62
122.831361,47.335721,117.44
119.832561,51.051692,117.88
119.754949,50.785623,119.18
120.36826,50.644889,119.07
120.224172,51.014832,117.74
118.921294,49.635524,117.81
119.882961,49.505696,119.995
119.949124,51.267752,117.73
119.580623,50.189014,119.24
120.361768,50.615344,118.64
119.776045,49.975974,118.36
120.650106,50.382941,119.54
108.0517,40.1243,119.57
107.9138,40.4083,119.89
106.596,39.9572,120.8
107.6945,40.2609,120.69
108.5322,41.1601,120.75
107.3466,40.2633,120.02
107.2888,40.8226,121.04
108.2181,39.8971,120.95
107.5321,40.5583,120.77
107.5974,40.5117,119.77
107.7124,41.4027,119.282
108.8476,42.165,119.675
108.877,40.461,120.809
108.1031,41.3317,119.42
107.4419,40.6722,120.91
107.2175,41.0433,120.68
108.7191,41.3435,120.29
108.1898,40.2397,120.13
107.1857,41.5637,120.69
108.6195,40.6063,119.5
107.3452,41.3753,120.58
107.1817,41.6276,121.12
108.7037,41.1304,120.94
106.8023,41.8622,120.85
106.1167,40.2006,119.32
110.3276,41.5499,120.06
109.529,41.2809,119.84
110.425,41.4391,120.85
109.1292,41.6945,120.39
109.9608,41.0858,120.24
108.9712,41.0574,119.22
109.6272,41.7807,120.71
109.7232,41.1572,120.4
108.8103,40.2195,120.74
109.7845,40.5478,120.28
108.7238,40.6918,120.01
107.8915,40.0591,119.93
106.7918,41.0333,119.77
108.7492,41.5292,119.91
109.0462,41.0398,120.58
107.8107,40.9774,119.48
106.536,40.7676,119.89
105.9894,41.4141,120.46
107.7053,41.8288,119.7
107.6285,39.9525,119.63
107.4349,40.2102,119.2
106.8485,41.2514,119.61
106.1735,40.4474,119.36
106.2969,41.2098,120.67
106.5309,41.328,120.5
107.2288,41.8743,120.92
106.3662,40.8031,120.29
107.4776,40.6297,119.55
113.2267,40.0296,120.43
113.3741,41.6129,119.75
112.1776,41.7598,119.36
112.7335,40.9954,119.78
112.7194,41.7346,120.59
112.7551,41.6757,119.53
115.1803,42.1134,119.39
114.4763,41.9396,120.4
113.7885,41.6073,119.25
112.7615,40.7342,120.21
113.8173,40.8611,120.52
114.3891,41.8973,120.05
113.593,40.5704,118.49
112.9487,41.1387,118.99
114.1995,40.9881,120.29
113.3971,41.3075,119.48
113.2264,41.5417,118.64
113.9503,39.6742,119.95
114.7993,40.9869,118.95
113.6114,39.8028,117.92
113.5607,40.6419,119.29
113.698082,41.623643,119.66
113.6547,41.3532,119.98
113.1455,40.8265,120.29
111.4624,40.418,119.93
112.7833,41.7111,120.25
113.8935,41.9015,120.87
113.9079,39.9458,119.34
113.9136,40.9997,119.6
114.1464,40.4195,120.15
111.886,42.4207,120.78
111.6713,42.5446,119.94
112.573,42.3521,119.86
113.3111,41.8753,120.27
112.0891,41.0876,119.21
112.6666,40.4374,119.95
112.7081,41.0678,119.85
112.3505,40.44717,119.38
114.042472,41.135028,119.06
113.10728,40.81989,119.74
113.366528,41.190278,120.52
112.380495,41.605806,119.74
112.6308,40.7493,119.6
112.411093,40.863512,118.95
110.891981,41.523827,120.76
112.260053,41.582794,120.46
111.7339,41.5269,119.59
111.734445,41.431627,120.41
112.077004,41.805408,120.07
111.0621,42.6671,120.25
113.988723,41.317819,119.1
113.765278,40.51167,120.75
114.298864,41.298899,119.97
114.213401,40.217995,120.23
112.427223,39.875394,119.19
113.777748,41.397062,120.67
120.7565,46.4415,116.23
122.4644,46.206,117.54
121.4566,45.6258,116.32
120.9449,45.7629,116.04
120.5937,46.5458,118.23
121.6724,45.5304,117.46
120.2076,47.2579,117.79
122.0807,46.03,118.45
121.0135,47.1593,116.56
122.1979,46.4201,116.14
122.6237,47.2922,115.85
121.022,45.9667,116.07
123.1838,45.7447,120.86
120.5575,47.1931,117.82
121.161,45.2249,119.83
121.2245,46.108,119.71
122.264,44.9274,120.18
121.1435,45.7805,119.98
121.3935,44.1613,120.84
121.6589,45.4381,119.15
120.9645,45.8837,119.11
120.835,44.5952,120.4
120.7239,45.2254,119.28
122.5183,45.7423,119.96
122.3071,45.0712,118.61
122.8178,45.2262,120.18
121.89,44.4752,119.76
122.1748,45.8294,117.1
122.3833,47.4733,116.67
123.1715,46.0838,116.87
123.2028,46.2292,119.37
122.9963,47.4475,118.99
123.2817,46.2926,117.31
122.9121,46.3511,120.35
122.8394,46.1094,117.29
123.3575,45.9953,118.66
123.3152,46.5912,118.78
122.7945,47.5546,118.63
123.1383,47.6296,119.06
121.3549,46.2581,117.19
122.2228,47.3244,116.45
122.083,46.0117,117.51
122.5012,45.8507,118.63
121.9269,46.1417,118.97
122.4095,46.7986,118.22
122.17,47.6013,120.34
122.9862,47.576,119.08
122.2323,46.3551,119.1
122.242,47.5607,117.17
121.8244,45.9063,117.58
122.7758,47.7617,119.73
122.3544,47.1437,117.23
122.4336,46.8454,119.82
122.404,46.1497,117.13
123.4212,46.0898,118.08
122.5723,46.5164,117.27
121.4752,47.6012,116.66
121.3582,46.4329,116.15
121.9614,47.1139,117.61
122.6106,47.3799,116.12
122.5606,47.3125,117
121.1709,44.7021,119.45
122.4206,46.4657,120.84
121.9271,44.8309,120.18
121.9535,45.4014,117.3
121.2118,45.6986,119.32
121.998,45.922,119.8
122.4763,45.1965,119.95
121.8211,45.9163,119.81
122.463,44.6799,119.84
121.5986,45.4488,119.84
122.5177,46.2866,120.89
122.7848,46.6144,118.88
121.5564,46.477,118.42
121.3832,45.1604,120.65
122.1368,45.939,119.92
121.9993,45.5048,118.02
120.6323,45.4072,116.82
120.7036,46.6305,120.58
117.2075,43.1433,119
115.3607,44.3646,119.98
116.2015,44.3848,121.25
116.2793,45.2782,121.515
114.708,42.0751,120.76
116.1768,42.773,119.82
115.8636,41.6459,119.88
114.3943,40.8322,119.04
114.751,42.1911,119.69
114.8852,42.0019,119.74
116.4337,42.2252,120.67
114.5809,42.1113,120.79
114.4028,42.1651,120.32
114.7371,41.6257,119.56
115.0603,42.3629,119.59
116.378,40.891,117.83
115.219,41.3836,120.67
115.9982,41.2591,120.55
116.834,42.9559,118.57
116.466,42.1761,117.81
117.3882,42.9206,117.73
116.9861,42.7576,119.06
103.6879,36.9776,119.86
104.8711,37.5333,120.29
105.6026,37.9165,120.36
106.2521,37.7367,120.17
106.5145,39.6357,119.85
105.6414,38.5307,119.2
106.9329,40.9528,121.42
104.30542,39.77978,119.72
101.8715,39.23295,120.41
99.85088,41.26681,120.52
102.03879,40.47459,120.8
122.62081,41.05537,117.36
122.93662,42.49181,117.6
124.38888,41.09296,119.76
122.85864,41.18898,118.56
122.76264,42.33476,116.18
123.8415,41.8478,117.29
123.34131,42.13894,116.92
123.8476,42.27833,118.91
123.1901,41.6621,117.94
123.61311,42.32161,117.24
122.9432,41.1831,119.28
124.399,41.6793,118.45
124.4968,42.4892,117.51
124.01606,41.63513,117.62
122.43987,43.04004,119.05
122.78407,42.33608,117.27
123.41301,42.4829,118.13
124.35137,42.20801,118.71
124.40917,42.34405,119.32
123.36274,42.93935,119.12
122.59833,41.2268,118.39
124.50758,42.68313,116.6
123.32258,41.08383,119.82
122.96653,41.55905,116.46
122.684,40.9834,116.16
122.91631,42.62052,116.71
122.35194,41.538,117.34
123.47764,42.57084,116.03
123.77473,41.47232,119.16
123.35059,42.62485,119.69
123.14368,42.3704,116.25
123.0278,41.8064,118.94
122.8022,41.61888,119.33
123.1743,42.9191,119.11
123.71701,41.70586,120.4
123.438,41.89109,119.37
122.6064,42.38588,117.24
123.1164,41.6907,117.54
123.75432,42.0912,119.26
122.36083,41.6182,119.37
122.55457,42.75902,116.83
123.59439,41.77862,118.06
123.0341,43.07926,116.52
122.66246,42.84801,117.92
122.51054,42.73882,117.5
121.80753,41.64061,118.78
123.92956,42.15013,119.4
123.33013,42.12823,120.4
122.69846,41.49338,119.49
123.32436,42.97217,119.96
122.55229,40.08265,118.86
122.24759,38.50647,117
121.82119,38.80401,116.89
122.06166,38.46575,119.89
121.18162,38.81605,117.52
121.14878,39.05344,117.27
122.18055,39.1348,119.93
121.51663,39.51219,117.31
121.88169,39.6983,118.29
121.71644,38.85549,120.21
121.25541,39.74189,119.06
121.9481,38.69968,119.57
122.28968,38.24145,119.43
122.78028,39.09525,118.5
121.88055,40.01153,118.69
122.53283,39.06973,116.73
122.82289,39.49293,116.63
122.23045,38.85353,119.42
122.87555,39.74739,119.45
122.60493,38.75602,118.74
121.89909,39.89253,118.68
122.43277,38.7561,118.7
122.2951,40.08524,118.7
121.35243,40.1201,118.34
121.48092,38.763,119.3
121.54707,40.42203,120.69
122.37026,40.32685,117.62
122.3298,40.54219,118.86
122.11035,38.70766,119.01
121.60362,38.64247,117.57
122.21077,39.22264,116.9
122.48092,39.13001,117.82
122.25221,39.42108,118.67
120.91199,40.12278,117.62
123.47237,41.87551,117.05
122.5376,41.71952,118.23
121.88514,41.26155,119.96
123.38288,41.652,118.91
122.17504,41.73723,119.09
123.0453,41.5518,116.59
121.84699,40.02897,116.89
